epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,156.02,1.49739,1.87527,1.32477,0.73627,0.48661,0.61628,0.32805,1.27747,3.40517,1.15141,0.000658009,0.000658009,0.000658009
